source_id,ra,ra_error,dec,dec_error,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,phot_g_mean_mag
145056026431851776,67.69135511546902,0.42805165442721327,22.14547470145207,0.44021942268333286,-26.573636582524138,1.2458691701993252,-183.11593362970413,0.7874614260388866,20.12636345780157,0.4131183143175034,11.188987778650596
161788841059992960,73.73438906530838,0.5932614766259241,34.168489521422615,0.5469364537956084,-64.20498337616166,1.3490616612409068,-58.54802373118173,1.203537177892004,20.13419427049164,0.6397087881505981,9.378660590495102
3293752385704639360,68.62630754768288,0.4157614210888776,10.016139713818802,0.2886324017543765,115.91052180670846,0.04831985674094257,-67.92167184650467,0.030727157884220375,20.13947839418824,0.4847745179960954,7.5247188932283535
3424577330058654976,90.9954688943731,0.49909839673883605,23.006500076075152,0.4195485284567066,-38.378727502453856,0.17624798339750164,-350.5851820735466,0.11100618620216937,20.177466823721083,0.5909740874123002,10.368395888094941
152008410253381248,66.37889692233229,0.2207368144405112,26.291815637769997,0.12390448985534734,39.88455844254057,0.24354868741423208,-95.72569971659766,0.15513135094513228,20.177902367215076,0.23389611058311638,10.47671095339206
120116560093745152,55.76473530636661,0.2959711602263803,30.189419652705347,0.17769763303378036,176.2808649097359,0.6511700062476236,-153.13824978847893,0.41426056749931583,20.221108251391307,0.27649259190985964,8.322994953254806
3268302264934338560,50.796370592715746,0.16207943514506085,2.490021541392889,0.17567675099279378,51.281408290179414,1.096989047166675,-20.826269751283114,0.5876653987881281,20.243997842736633,0.27672133515152625,9.23482547761192
81166807355915648,38.97628573968552,0.40296198105598213,15.248610578019047,0.30598153197985434,60.4552658949452,1.0632683811380264,-52.60264208181154,0.6215199641124444,20.255083199431688,0.41397531170581975,9.149399321850083
47965438847833600,66.23848292942128,0.6487352873290039,19.04186487485938,0.4250032125087626,105.18829899466111,0.03702790731637879,-34.4853998054698,0.023760772502574034,20.283102946324806,0.752363892942154,5.870505214925011
3295940654362465152,71.92491223543094,1.5039630830527295,12.23396471895077,1.1595024285482811,27.463719464789865,2.519227285593044,-41.11962722770782,2.679044545111711,20.287442192051405,0.7999303489373039,9.9438965984492
3313259165090609280,68.40862242098031,0.2856028922800464,16.762393446108078,0.22342979469903954,97.93762098555192,0.6465047564795908,-25.17302997571216,0.35015556393548475,20.305989940900442,0.4225335600146927,9.08037881793221
137182114427992704,43.9504100542328,0.34749482384092706,34.47244595924129,0.3257410258882516,132.64252475986328,1.0958305491618066,-97.33416342286165,0.5458657047008555,20.31928622206186,0.6006030446505335,9.822005712938681
61386868050158848,51.82424963842534,0.22300763142101404,21.113818933647142,0.16165560326644993,-52.89081307649647,0.6652518716176808,19.994654276123924,0.399550384116697,20.32763136033915,0.22533667969237473,9.77209355999361
2503420266567027328,38.097179657994374,0.22944669922577487,3.3827004854194547,0.19822099756483647,140.68225267074112,0.2346914211989108,16.511088411663195,0.17628871009559996,20.333488748761006,0.3081487179830597,11.068245840027306
140499650247210624,43.25789533806644,0.2929309963355948,35.63630342161123,0.17382151537859972,337.1577348195923,0.06785924641643978,-188.48602186809273,0.07183981661666404,20.35200719899355,0.2641321247360159,8.090643641298179
3225408151671017984,75.16581061831593,0.3629018505796015,-2.0660393971835047,0.29921389682303606,-13.386140373171722,0.029741602953843056,-2.1806972679075187,0.02348934294315119,20.355111774557002,0.6142308221495658,6.239965789719722
3310903736305456512,66.94641297774022,0.23090405753488105,14.417670032319155,0.12333106605578738,100.50729172994689,0.15428588192715784,-19.253776702639197,0.07544212539469289,20.383206880228066,0.2682315272208738,9.137951777901968
26101272172092160,39.161829394123984,0.23582725901875154,12.207783096620895,0.20845897631933336,240.67529562993337,0.1909477682115549,-64.48572917230894,0.1363695334869293,20.383739875496488,0.31685266385133043,10.955850032461074
3450245806967347200,90.2557921874829,0.1879200272550017,32.22434836514177,0.20982252677905924,26.537932358110858,0.20664149279289779,-172.7824220494324,0.10432790386827065,20.406416829037568,0.23336918766813564,9.338218230235118
3333089303973611136,84.40490743049662,0.18833245431455642,6.1116310140547245,0.21535828308174118,93.01768227763084,0.07040449049606017,-89.68962238367924,0.04519380375567147,20.414042458664355,0.26621537652977334,7.471323990720922
2495910773944579840,39.74449682343456,0.2173732181538403,-2.5880866412890153,0.15603915221023046,34.622747271542295,0.12824930978649507,-179.29755436714754,0.12513631601985373,20.426220416044735,0.22089655713239528,8.889503086305389
3311024785663873920,65.39542716508377,0.22312284949691585,14.409709345955884,0.16038590784433077,104.22980079591738,0.04122336271273131,-19.132486891558152,0.029418405079343624,20.447622181884974,0.3541477025184494,6.476665354469954
3399695038324682112,87.52188070885153,0.39646896082325156,19.938154739023144,0.3525733643333911,-17.70024617799389,0.7196256174501199,-32.54314239665236,1.1133530148274102,20.45246843354295,0.3922149793073958,8.917199570423392
147182172683187712,72.30449704882314,0.2216023825042852,24.80261972906344,0.2170239126656604,84.70295744428492,0.10407932844417157,-52.916632104717515,0.07043921717107349,20.46616322232578,0.3112677783091804,9.134032514660241
47541096078933376,65.38493716942581,0.7048590653906207,18.41744921820288,0.30393046003513535,110.61037904262614,0.043904906354701935,-31.865155861072132,0.025100364624298554,20.467775766734114,0.7614745710375117,6.6697019990451665
42768528419668864,53.23961267901364,0.24510880950309327,16.59802880950835,0.23890245625548934,-24.07926029157906,0.04106704662297817,-95.98468247335475,0.020286010449716042,20.484816371362417,0.35709787422152733,6.884697614464432
17285868976879360,48.663658267344594,0.3470253361837998,12.268856775052383,0.18707777911077478,148.15950556837998,0.8225807715187292,-35.17638909180711,0.43340211304895365,20.51961180718433,0.23323229573632684,9.597197922085435
3227308623164447616,76.026278684082,0.1894161234699117,-0.649655218092907,0.1719324516551112,60.47679457597041,0.07834820908191245,-143.74339753079175,0.052331109904296555,20.554175819311183,0.26075352013906716,8.35641666727835
3311514205777562496,63.60734023376441,0.24103377775773538,14.624975200111805,0.1460306483515774,107.11582403340074,0.0875325719334392,-16.2992022359532,0.058471211302754546,20.55807381695676,0.2753948992441831,8.238166186927344
123422035644448384,47.919387096183854,0.7194279969342392,31.255855681608256,0.39184441185756674,228.40256263895424,0.1077592402182199,-96.44445074834616,0.08157567830898685,20.558836246649452,0.7856247541098912,9.972600938796072
