source_id,hip,ref_epoch,ra,dec,pmra,pmdec,parallax,phot_g_mean_mag
1.57E+17,23302,2015,75.17469332,30.8965127,-74.72424515,-98.06384032,20.70337281,10.30728079
5.89E+16,,2015,47.00673532,18.2967395,-145.6314555,43.34946519,20.72024539,8.732115973
3.30E+18,,2015,60.93860808,9.502105637,-62.77815703,-56.06765932,20.75520126,10.58911663
2.52E+18,11360,2015,36.5680598,6.292341738,87.96978319,-50.35282832,20.76360344,6.669240222
3.31E+18,20762,2015,66.72687389,13.13810785,104.514742,-16.50302178,20.77762609,9.999126067
3.26E+18,15247,2015,49.16979307,-3.530461753,79.25065865,-47.25492038,20.804778,7.323946814
3.41E+18,,2015,74.79340118,16.07152348,71.68102934,-40.29373475,20.81111951,9.649702593
3.27E+18,,2015,55.97696239,3.446497883,128.7670261,36.54051134,20.82016633,8.667008479
3.45E+18,28644,2015,90.73028437,32.63481509,80.284184,-211.6125065,20.82452108,6.097601447
1.61E+17,22559,2015,72.81931542,32.88849661,-75.22360262,-262.93189,20.82627453,8.952116137
3.44E+18,,2015,85.80571343,29.94737785,83.02548166,-47.57794882,20.83537494,8.313234885
5.03E+16,18946,2015,60.91320847,19.45487363,122.1538295,-33.41646611,20.85894618,9.700991414
3.28E+18,,2015,69.4930746,4.669806759,96.07308515,8.328675567,20.86077475,10.78815379
3.31E+18,20661,2015,66.40595649,15.94091486,106.8847728,-25.0698306,20.87019367,6.297199448
3.41E+18,22422,2015,72.38422977,15.88863679,86.74349538,-25.50094916,20.87882241,7.550180511
3.31E+18,20850,2015,67.01891192,13.86785957,102.3572275,-18.9919694,20.87913315,8.764392288
4.92E+16,20349,2015,65.38233902,21.03972725,104.8387716,-35.98541886,20.89865379,6.660897006
3.30E+18,19786,2015,63.61405048,12.43526028,114.8247063,-13.05777654,20.92186616,7.839895366
3.31E+18,,2015,68.54685025,11.5578619,96.16617401,-21.64196177,20.9375913,10.93320771
3.02E+18,,2015,86.96814966,-2.760731484,-35.69993376,-26.29148369,20.9462893,9.033348385
5.85E+15,12862,2015,41.33740233,4.711461882,69.84606308,-40.69932278,20.94642187,5.967553139
3.28E+18,21186,2015,68.12701534,4.138805695,43.5765253,-170.6715492,20.96151514,10.61487008
3.31E+18,19834,2015,63.79386154,14.39837903,114.4055616,-18.31521071,20.96809777,10.80171126
2.37E+17,16343,2015,52.65853623,40.31795177,-16.58219649,-226.923004,20.97000734,9.215402896
3.61E+16,17472,2015,56.16554977,10.17698353,170.0955176,-230.7132667,20.98874592,8.390889195
3.31E+18,,2015,66.52004761,15.04129134,101.5346778,-22.61807215,20.98889988,11.32594028
2.50E+18,,2015,43.38095077,-0.568995986,94.9258304,-26.17857824,20.99702813,8.872448954
4.81E+16,20890,2015,67.15552242,19.74053056,102.7182524,-38.12539663,21.00615929,8.384304768
3.41E+18,21261,2015,68.42513787,19.01389342,100.1090919,-33.76675362,21.01855757,10.16636261
4.38E+16,17962,2015,57.60458309,17.24641575,127.1021362,-22.28405019,21.0262318,9.125911711
3.31E+18,,2015,66.42257849,11.50335646,-38.08241969,42.60768535,21.03307755,10.92240187
1.09E+17,14211,2015,45.80719889,22.36999202,26.34323869,38.36068076,21.03775926,10.29630432
1.54E+17,22271,2015,71.92469451,26.14987911,113.4225066,-83.83335221,21.04844126,10.05193848
3.43E+18,29074,2015,91.99621798,27.42783636,25.22599363,-94.2120151,21.06764839,7.833402621
1.84E+17,,2015,81.40224156,37.11827931,18.06288424,-93.9796746,21.08904895,10.20931042
5.03E+16,19082,2015,61.3574998,19.44201578,122.0220664,-32.63582366,21.11162737,10.72826323
3.31E+18,20815,2015,66.90000161,15.58909229,105.2035023,-23.80145627,21.12922555,7.246953261
5.61E+16,15381,2015,49.58289937,18.1711907,-83.23655261,-103.7508297,21.13940143,7.324403272
3.40E+18,22505,2015,72.64128676,15.08334954,88.97762141,-23.36178983,21.16491436,7.516698593
4.73E+16,20146,2015,64.78386067,17.52463838,113.0739749,-27.78197254,21.171446,8.219867777
4.19E+16,,2015,52.77234436,14.93220674,86.64758007,-50.73044821,21.20300841,10.7676715
3.31E+18,21066,2015,67.73865151,10.75172214,102.9851342,-10.81852901,21.20314122,6.885657848
5.39E+16,,2015,62.1514224,23.76843089,119.8022823,-43.43481372,21.24040117,9.120476979
3.46E+18,,2015,89.78158581,39.78467606,-9.245212372,-47.39521903,21.24990557,9.454375858
3.28E+18,20693,2015,66.48931165,5.150164642,95.93120725,4.676072572,21.27262961,7.184680894
6.54E+16,18433,2015,59.12050161,22.67343374,176.7233783,-231.4712932,21.27714406,7.62729804
3.31E+18,,2015,68.24814843,15.81886195,100.0794555,-25.13075095,21.27864051,8.407475264
4.76E+16,20056,2015,64.50815247,18.25667439,113.1572672,-31.29748188,21.28548505,7.313100353
4.70E+16,19504,2015,62.67704552,18.42312528,121.5019218,-30.92459601,21.31405516,6.477087334
2.00E+17,,2015,73.54431553,40.78492969,-76.54248437,-48.2322923,21.33141639,10.80550852
2.38E+17,,2015,52.23581599,40.64578945,95.88628024,-91.31570392,21.33368835,8.729124235
4.54E+16,19148,2015,61.56771377,15.69803842,118.9339807,-19.61680492,21.34196665,7.666165075
1.51E+17,20895,2015,67.1662688,26.21992585,69.98680957,-36.54601896,21.3531152,10.23141778
1.06E+16,15310,2015,49.38729357,7.690128095,168.8968594,-6.373877868,21.3601526,7.567374016
3.22E+18,,2015,82.02666396,-1.669829786,-27.66233009,-62.07001777,21.37885535,7.147990965
4.58E+16,20019,2015,64.41276524,16.94773117,115.3952074,-27.23501743,21.39476948,8.046555588
3.31E+18,22203,2015,71.62698443,15.47193867,86.71559316,-25.98175689,21.40284369,8.081517027
3.31E+18,21179,2015,68.10733969,13.11315576,104.5940245,-18.4341892,21.41591867,10.38230368
1.02E+17,12184,2015,39.24125158,24.64801207,147.2364724,-12.37751334,21.42311025,6.937854842
3.25E+18,,2015,53.01947678,-2.99590273,-109.8492181,-9.878689173,21.45947243,10.03542224
1.45E+17,20712,2015,66.57753999,21.47027277,103.5366485,-37.86867589,21.46110245,7.200917457
3.25E+18,16933,2015,54.47710632,-2.511565285,113.0190788,21.39281672,21.49021385,9.278051051
3.31E+18,20948,2015,67.37692584,17.86303168,106.0915603,-31.96735414,21.49363629,6.763715267
6.27E+16,,2015,51.70972806,23.25813749,-39.49907415,-75.27338912,21.52781257,9.461640171
3.24E+18,,2015,82.19691055,4.79714418,42.9622485,297.8100412,21.54297359,8.834053783
3.34E+18,25677,2015,82.25931369,10.24898458,113.292893,-73.98527144,21.55828888,10.28474292
9.88E+15,15875,2015,51.11909647,6.984889539,-28.70330281,-30.4941607,21.55984929,9.818322709
3.31E+18,20492,2015,65.88519257,14.67040356,109.2672928,-17.96426395,21.56624127,8.813560371
3.33E+18,26664,2015,85.00742027,6.059546074,52.38067854,-247.1584254,21.57938878,8.406487366
2.51E+18,,2015,34.31209755,4.016621826,84.11478235,20.99367379,21.58538231,10.11039097
1.06E+16,15304,2015,49.3606423,7.655784772,166.4406456,-6.261187627,21.60192334,7.224388639
3.31E+18,20826,2015,66.94244576,11.73636725,110.0126242,-12.47118117,21.63539869,7.330538538
3.31E+18,20899,2015,67.20171765,17.28534991,108.6997602,-28.41499689,21.63713455,7.671115336
1.71E+17,,2015,60.22888086,33.9540676,292.7252494,-230.6812592,21.6461592,11.3863755
6.43E+16,16908,2015,54.39635266,21.34306714,140.7972282,-26.31364046,21.65249145,9.020208991
1.36E+17,,2015,45.26335694,32.31286995,-47.82374947,-124.289429,21.65249303,9.04099937
3.31E+18,21267,2015,68.44478209,13.25181197,102.816425,-17.41805222,21.66507176,6.48876028
1.44E+17,21099,2015,67.81586513,20.13300562,106.4140006,-39.25826364,21.70265176,8.341090481
7.61E+16,,2015,36.64090192,15.37348191,164.5059471,5.305035993,21.72675053,9.214167815
4.90E+16,20130,2015,64.74206096,19.90654912,112.834071,-36.51782332,21.73679134,8.362616007
3.31E+18,21317,2015,68.64756189,15.50451139,101.1236212,-26.74249662,21.74498202,7.739355494
3.31E+18,20563,2015,66.0710683,18.0027928,110.8797169,-30.63035855,21.75532529,9.571210385
8.37E+15,13674,2015,44.03143308,7.922360952,186.2074109,-43.9278683,21.75537429,9.532173505
3.35E+18,27802,2015,88.24983224,15.17131468,177.6025893,101.4757894,21.7674109,9.862986091
3.31E+18,19808,2015,63.71689121,13.05486192,116.4497953,-20.7827745,21.7798712,10.11912206
4.38E+16,17960,2015,57.59619396,17.47532231,113.3810381,-251.2028451,21.81411276,7.298619552
3.30E+18,19316,2015,62.11162314,12.1918007,119.347767,-10.86653297,21.81695037,10.5886019
1.70E+17,,2015,60.28188234,33.19581136,132.0256801,-74.19468828,21.81711798,9.393793943
3.84E+16,18322,2015,58.75656549,12.48554368,131.2218893,-10.25424379,21.82241095,9.675919188
1.26E+17,15495,2015,49.91806094,33.59633729,402.7253681,-556.6490275,21.82793455,9.340451613
3.21E+18,24190,2015,77.90283812,-1.855591578,-87.70875288,19.05045079,21.84662839,9.144583218
3.31E+18,19877,2015,63.94335147,15.40060663,115.6340199,-21.51549174,21.85053938,6.199210185
3.46E+18,28145,2015,89.21614553,35.73336419,85.3356572,-1.016960944,21.90692118,8.414690061
1.78E+17,21167,2015,68.07204023,37.04321454,29.81996148,-7.659362546,21.90939138,6.634472098
3.31E+18,20400,2015,65.51514757,14.0771094,113.7558569,-21.38187586,21.91097762,5.664957716
4.56E+16,19263,2015,61.9305274,16.51868617,122.3320901,-24.94698883,21.93915011,9.5124259
3.31E+18,20741,2015,66.66764144,16.74678117,108.845207,-28.08531618,21.94360573,7.916283447
3.31E+18,20951,2015,67.38216468,17.89304615,107.6422697,-32.89045908,21.96911297,8.669166039
3.26E+18,16727,2015,53.80418804,-0.73939906,103.2810086,-119.5862708,21.98706655,8.278101159
3.31E+18,21138,2015,67.96908935,15.4993803,105.2136845,-24.26835813,22.02404651,10.38123913
3.24E+18,24681,2015,79.42074845,7.352736218,-0.722932839,-146.8688571,22.04298773,7.11502697
3.31E+18,21912,2015,70.68191797,16.51285704,-186.9292995,-197.6860097,22.11763025,10.61570799
3.31E+18,20577,2015,66.11851838,16.88606114,113.0887028,-25.04138264,22.12819232,7.626810529
3.27E+17,11352,2015,36.54054272,34.46924146,116.0399345,-50.80795568,22.12961461,7.764661502
3.28E+18,22177,2015,71.57869652,3.636392179,93.25659004,13.2900025,22.13486145,10.28211613
3.31E+18,19862,2015,63.89088812,15.70617051,120.514365,-23.19929019,22.14388046,10.32000207
2.20E+17,,2015,58.05848351,36.52114279,-58.9135287,15.29268123,22.16177559,8.697290395
3.30E+18,19796,2015,63.64359431,10.70136375,119.572587,-5.516379288,22.18379674,6.945276182
1.49E+17,19793,2015,63.63518865,23.57474344,119.8210401,-48.30499678,22.19075217,7.850644898
3.31E+18,20082,2015,64.58081422,16.08823427,118.8639288,-23.42147957,22.19095059,9.215260977
3.31E+18,20187,2015,64.90436197,12.62424888,168.7094547,-18.14899587,22.20764423,9.451676154
6.35E+15,13410,2015,43.16573095,5.716030729,-77.71994067,-299.5240761,22.22492727,9.866084285
2.26E+17,19302,2015,62.06359887,37.72668028,-98.90913251,-195.7723266,22.26662033,5.764925421
1.01E+17,,2015,37.43072929,23.13258424,433.136597,-115.7859113,22.27212835,10.477938
2.80E+16,14175,2015,45.69482089,12.35408683,193.4268729,14.93696382,22.28438097,9.74340361
3.41E+18,22380,2015,72.26506619,18.64108443,87.01876134,-38.39840561,22.32746886,8.695535557
6.74E+16,,2015,58.17152187,25.80422294,140.7095542,-51.80667846,22.35154948,10.45669369
4.52E+16,19207,2015,61.75564517,15.334947,124.589822,-19.83597231,22.37074377,9.953762895
3.31E+18,20978,2015,67.49099771,16.67272265,106.801914,-28.27394245,22.37193151,8.785904109
3.40E+18,25523,2015,81.87533509,18.84414654,52.95569332,-345.9083772,22.38062761,9.239390666
3.18E+16,,2015,42.85672121,13.38672358,14.99592182,-30.81313232,22.38419301,10.31774656
1.45E+17,21380,2015,68.8217401,23.04490104,-12.114237,-65.59693308,22.39177017,8.634778489
1.28E+17,,2015,37.80513829,28.23457189,-95.14347652,-70.86148881,22.42976249,10.10852421
1.29E+17,13291,2015,42.76847575,30.2866028,128.3804635,-32.93229136,22.46145849,7.370705051
3.30E+18,18893,2015,60.74832359,9.207790746,89.85272885,-165.7997971,22.5238171,6.757681702
3.34E+18,28135,2015,89.20169173,10.47838116,95.19715631,-209.8464806,22.550473,9.429127441
3.25E+18,17950,2015,57.56778191,-1.522470374,103.1358878,24.99030086,22.55764071,6.377334464
3.26E+18,18261,2015,58.59439366,1.261132618,21.17694378,-116.9258587,22.56626211,7.782374504
4.51E+16,19261,2015,61.92548439,15.16269248,128.0539409,-22.81169442,22.56880844,5.966167716
2.61E+16,11941,2015,38.51595042,12.18071265,183.2835912,-35.61157226,22.58673265,7.29946673
1.12E+16,15572,2015,50.15539757,9.033290425,288.3632322,-62.61757246,22.58746392,8.254462236
2.21E+17,16709,2015,53.74953649,34.61027484,200.1461721,-169.6172963,22.59580967,10.17767549
3.41E+18,21946,2015,70.75641041,18.71124991,102.1859207,-94.18731336,22.61421055,9.393608791
3.45E+18,,2015,80.18543429,28.89322921,-28.99413863,9.521793683,22.62479127,8.238806782
1.56E+17,,2015,77.76955163,30.30253577,-58.65329893,22.85518329,22.64146271,8.274792806
3.28E+17,10789,2015,34.72862048,35.21808541,194.8713694,-35.38842805,22.6461219,10.97145826
1.48E+17,,2015,70.03890617,25.59213618,102.3303009,-63.18506017,22.67870755,9.977649513
3.25E+18,,2015,56.63844795,-0.384302744,-79.56357001,1.18409924,22.71625121,10.81792327
3.24E+18,24021,2015,77.44152841,7.181652401,51.33405674,14.94257091,22.72652117,7.257505123
3.29E+18,24177,2015,77.87368306,10.12011365,-48.2267037,-217.0736998,22.77969164,11.00369727
3.42E+18,23027,2015,74.27668642,24.75211402,-21.19703382,-14.94036212,22.78270311,8.378134923
3.39E+18,24292,2015,78.19996528,16.30596662,32.50562475,-263.2612256,22.8742038,10.05854883
2.18E+17,17129,2015,55.02961274,34.11650024,-69.82775037,6.125079009,22.89597812,7.291736161
4.78E+16,20255,2015,65.10510793,18.74249984,113.6953418,-34.21410872,22.91426139,5.996064838
3.30E+18,19481,2015,62.5912176,12.07797962,168.1527274,88.03070639,22.97380074,7.860560978
3.29E+18,21152,2015,68.02050517,5.410073615,112.5869142,8.060531559,22.98387773,6.25240599
1.44E+17,21256,2015,68.40540281,21.15065819,108.323508,-46.25567471,22.98963204,10.11026496
1.47E+17,21637,2015,69.71419532,23.14974746,105.4934203,-54.19273441,22.99503268,7.343055815
3.37E+18,30220,2015,95.36545736,17.29383619,8.789045172,-189.5866608,23.00429573,8.76965187
1.30E+17,13118,2015,42.1832589,31.11447924,218.9118186,-171.941635,23.03746421,6.525258136
6.05E+16,14974,2015,48.25850277,20.72964935,-46.34983935,-63.2600466,23.08648536,8.422301724
2.13E+16,13750,2015,44.25237681,10.16172605,-61.17742715,-75.58193235,23.11289991,8.270238449
3.25E+18,19925,2015,64.12575079,-0.573520539,-61.1333418,-172.0945568,23.12093457,7.85437166
1.54E+17,,2015,74.57894245,26.09483815,89.63255354,101.2052874,23.14014446,8.276898153
1.73E+17,,2015,67.42073909,33.14920164,-24.00988826,3.299617944,23.19005997,9.411993
3.39E+18,,2015,75.40051556,13.93291878,85.66481609,-21.62137499,23.22452891,10.6121104
3.31E+18,20527,2015,65.97721529,14.05202495,115.5981038,-18.9360993,23.24460364,10.25197826
3.27E+18,16227,2015,52.26820942,1.66885106,320.5929515,18.64147678,23.2792778,10.97494721
1.77E+17,20094,2015,64.62238759,35.99025744,-142.2253806,-343.5407366,23.31947881,8.118565581
2.20E+17,,2015,58.17818839,35.37002961,57.67654254,4.246500923,23.32356859,9.859321041
3.32E+18,,2015,95.34212534,6.944731786,-24.14914847,-77.12500438,23.33575443,8.500477412
1.45E+17,20557,2015,66.06125039,21.73605507,117.3727678,-45.7964623,23.35978256,6.968958887
8.93E+16,11728,2015,37.85135907,22.08773013,146.0592166,62.09992316,23.36586319,7.831710823
3.29E+18,21983,2015,70.88267374,11.16679507,97.85716416,21.56364408,23.37785933,9.777039458
3.31E+18,21723,2015,69.9628238,12.72841098,102.5870255,-16.16453084,23.39541662,9.577285658
6.41E+16,17928,2015,57.51512449,22.59137716,155.2928353,-62.55953125,23.44422096,7.132777638
1.45E+17,,2015,66.69893466,21.23472918,113.8858917,-45.78744747,23.44486136,10.55995656
3.43E+18,,2015,93.84709938,27.49195473,13.64278886,-69.80826928,23.46099091,10.01529065
3.26E+18,,2015,52.30956803,0.416596887,52.26897425,98.73249451,23.47207893,8.84583097
3.25E+18,,2015,58.23653907,-2.670765722,19.980588,-47.61804212,23.50187404,10.71710714
3.40E+18,,2015,79.03591693,19.18227643,77.02789297,-16.72273318,23.52984722,10.39931373
2.52E+18,,2015,34.57906723,6.426758274,-49.59161731,-158.6776347,23.54421663,9.301423286
3.31E+18,,2015,67.04579383,16.47080629,114.2197542,-31.77557208,23.56800312,10.3809657
1.23E+17,15266,2015,49.23565836,31.02951438,156.7878043,-244.6166223,23.5696946,9.07527204
3.12E+18,30243,2015,95.43139015,-0.539778882,-2.638441843,-156.3994689,23.58498803,7.418267894
3.41E+18,,2015,71.78766314,20.88210419,98.42200428,-50.03533715,23.66701,9.392287679
3.41E+18,,2015,68.70914281,20.39442418,96.91120163,-13.70637545,23.6867538,10.4497831
1.83E+16,11983,2015,38.6427708,5.443907382,-289.7568986,-575.7886559,23.72562966,9.431809514
3.41E+18,21923,2015,70.71590047,18.72005517,103.7384955,-91.22595901,23.75931339,6.905860109
3.22E+18,26624,2015,84.87977561,-3.56469444,-4.399593012,2.294281178,23.79171479,5.897504407
6.80E+16,16529,2015,53.2094001,23.69202279,162.214884,-39.41312403,23.79457435,8.567908555
