source_id,ra,dec,pmra,pmdec,radial_velocity,parallax,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag
141426989522007808,42.05234175890531,36.77560107681352,108.92838956318863,-319.1282625112396,,21.405588732709564,15.212625,16.983786,13.938033
36955414740605824,56.882185181143996,12.019666455124174,148.6342898344074,-14.488326620243889,,21.407003206473828,16.465437,18.974787,15.005023
47729215646206080,64.4614863319336,18.475057785016197,113.02172509036627,-30.31772356336441,,21.40793891632859,12.715638,14.219227,11.520765
3451686480732826880,90.48032601846657,34.38815094312547,96.02911561099921,-288.75838112905683,,21.412439713761504,13.981671,15.56691,12.763661
11589475327804160,53.21687045219908,8.36662311999737,4.2696333318655135,-39.91698074790203,,21.412923510061773,16.680944,18.975998,15.284631
3312748824191278208,67.14421556281931,15.962033262560476,111.32531936495519,-62.16100883556021,,21.418328212006497,3.493082,4.151473,3.0063698
3272696055134814592,61.10446143800581,5.1202215715141195,63.937944539218954,-19.33225057227745,,21.4394787863074,13.91351,15.495784,12.689414
49324572659092992,64.23606160505497,20.87656850654999,119.03209380492811,-38.95353310437102,,21.444690412136165,17.761414,20.333221,16.226257
158894862031665280,69.70955033014175,29.424009465476942,13.475146133999719,20.86450535730686,,21.45078585068687,19.849363,21.900665,18.16103
3285527699426683264,68.48627878082564,5.623236912052153,107.90128931010604,6.585036789883308,,21.452214132617275,19.994263,20.765886,18.299635
3314294771901304192,68.48158208668585,18.380624889771354,103.52925199301966,-32.41717616724573,,21.45798695854842,14.997765,16.776814,13.717543
3282728853923029376,71.06204955912617,5.732621492524813,93.53392262630177,1.5348427660807025,,21.46501584809857,18.027872,21.115734,16.44874
129338683808717312,43.60528992934571,30.097113961254617,-76.31321324618263,-168.84647803755212,,21.4730545557053,15.095812,16.766735,13.848244
6348240836955520,42.98646946357143,5.713240424826197,486.4114590698467,-126.68087336608295,,21.478404624308073,14.329466,15.861099,13.122758
145674574739951872,66.34283716887137,22.293679653133324,101.02849970678014,-44.473167165716355,,21.487050181588497,4.1130867,4.2604294,4.061242
60835261108333056,50.91288424443117,19.873035183938526,128.98532102516393,60.979689890253326,,21.495819002567767,13.70943,15.026128,12.582019
176654036406205568,66.10188300666206,36.22178675600824,33.8574808328136,-83.94895105095704,,21.499686522454095,14.816622,16.991514,13.441954
3450423794708997376,91.08765059675855,32.31473069508781,80.06736419168669,-127.33166689582734,,21.504687358276396,15.318299,17.06045,14.063556
147506979585516800,69.00663631073722,23.642121686147245,249.43887869446644,-158.65063731736268,,21.520931921123175,15.749546,17.765438,14.391126
3325751820505343360,94.78627955653265,8.65029018647912,-77.03227743885631,-28.638459269309518,,21.52225504850953,13.498589,14.900377,12.331583
